datanode styx04 starts here
2021-04-08 18:49:44,647 INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Received BP-315463650-127.0.1.1-1615769866380:blk_1073934989_194200 src: /192.168.210.13:40380 dest: /192.168.210.14:50010 of size 1498757
2021-04-08 18:50:26,179 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934853_194064 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934853 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934854_194065 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934854 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934855_194066 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934855 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934856_194067 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934856 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934857_194068 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934857 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934858_194069 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934858 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934859_194070 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934859 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934860_194071 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934860 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934861_194072 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934861 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934862_194073 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934862 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934863_194074 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934863 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934864_194075 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934864 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934865_194076 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934865 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934866_194077 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934866 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934867_194078 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934867 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934868_194079 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934868 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934869_194080 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934869 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934870_194081 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934870 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934871_194082 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934871 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934872_194083 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934872 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934873_194084 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934873 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934874_194085 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934874 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934875_194086 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934875 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934876_194087 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934876 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934877_194088 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934877 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934878_194089 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934878 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934879_194090 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934879 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934880_194091 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934880 for deletion
2021-04-08 18:50:26,180 INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073934881_194092 file /hdd1/hdfs-data-storage2/current/BP-315463650-127.0.1.1-1615769866380/current/finalized/subdir2/subdir18/blk_1073934881 for deletion
